Title,Abstract,Journal,Language,Year,Month
Urothelial metaplasia of the seminal vesicle and ejaculatory duct associated with crossed-fused renal ectopia and Hutch diverticulum of the bladder.,"The presence of urothelial epithelial metaplasia in a seminal vesicle is an exceptionally rare finding. We describe a unique case of urothelial metaplasia of the seminal vesicle and ejaculatory duct, found in a radical prostatectomy specimen from a patient with complex urogenital anatomy. A 70-year-old patient with organ confined (pT2) prostatic adenocarcinoma (Gleason score 3+4 = 7) had a right-sided Hutch diverticulum and a left crossed-fused renal ectopia. Although the histogenesis of urothelial metaplasia in the seminal vesicle remains unclear, in the patient presented herein it likely developed as a consequence of the previously unrecognized malformation.",The Canadian journal of urology,eng,2018,6.0
Horseshoe kidney with unilateral single ectopic ureter.,"The horseshoe kidney (HSK) is not an uncommon entity with an incidence of about 1 in 400 or 0.25% of the general population. It is also more commonly found in men as compared with women in a ratio of 2:1.An increased association of genitourinary anomalies have been found with HSK.Duplication of ureters occurs in 10% of HSKs. However, the association of HSK with single-system ectopic ureter is extremely rare. To our knowledge, no case with similar presentation has been reported in literature. Most cases of HSK with bilateral single ectopic ureters have been described. The aim of this report is to highlight the radiological and surgical findings in a case of HSK with unilateral single ectopic ureter.",BMJ case reports,eng,2018,6.0
Crossed Unfused Ectopic Pelvic Kidneys: A Case Illustration.,"Crossed unfused ectopia constitutes a very rare variant of ectopic kidneys, with an approximate incidence of 1 : 75000. We hereby describe a rare case of an incidental finding of crossed unfused ectopic kidneys, in a 45-year-old gentleman incidentally found to have a bladder lesion. The unique blood supply of his kidneys has also been described. The present case also highlights the different subtypes of renal ectopia, the different embryological hypotheses behind their presentation, and the various systematic anomalies, associated with them. Variations in vasculature of ectopic kidneys have been only described in case reports and are crucial to recognize in case any further intervention is needed.",Case reports in urology,eng,2018,
Cross fused renal ectopia with associated renal cell carcinoma.,No Abstract,Urology case reports,eng,2018,5.0
Management of blunt renal trauma in a crossed fused ectopic kidney.,No Abstract,Urology case reports,eng,2018,5.0
Crossed fused renal ectopia: case report and review of the literature.,"Crossed fused renal ectopia is a rare congenital anomaly, and is mostly detected incidentally. A 45-year-old man, during investigation for recurrent abdominal pain, was found to have an empty left renal fossa and right crossed renal ectopia with fusion on ultrasonography. In the present case, there were no abnormalities and/or alteration of the renal function. Abdominal tomography scan with contrast medium confirmed the diagnosis. Ectopic kidney is often associated with other abnormal situations such as agenesis, vascular malformation, incontinence, a palpable abdominal mass, urinary tract infection, high incidence of stone formation, and genital anomalies. Through this case report, we emphasize the importance of adequate imaging.",Journal of ultrasound,eng,2017,12.0
Infant crossed renal ectopia with UPJ obstruction repaired via robot-assisted laparoscopic pyeloplasty.,We present a robot-assisted approach to surgical treatment of UPJ obstruction associated with crossed renal ectopia in a male infant.,Journal of pediatric urology,eng,2018,2.0
3D-laparoscopic anterior rectal resection in a patient with crossed fused renal ectopia: the importance of 3D imaging.,No Abstract,Minerva chirurgica,eng,2017,12.0
Crossed Fused Ectopic Kidney: A Case Report.,"Crossed fused ectopic kidney is an unusual congenital malformation of the urinary tract. This condition is usually identified in the autopsy specimen rather than in general clinical scenario. In this condition, both kidneys are located on one side of the midline and are fused with each other. This condition is generally asymptomatic and usually diagnosed as incidental finding. We came across a case of crossed fused left to right ectopia with inferior infusion with nephroptosis. Generally, in cases of crossed fused renal ectopia, one kidney is lower than the other one but in our report, both kidneys were present at the same level. Initially it was thought as cake kidney, but on careful inspection diagnosis of crossed fused left to right ectopia with inferior infusion was made. During workup of abdominal pain, this finding was detected with no gross abnormality except for a tiny calculus. After detailed discussion with the patient, regular follow up was done without any active intervention and during that period he remained clinically and radiologically stable. So in these conditions active intervention is not always mandatory and patient may remain asymptomatic without any intervention.",Journal of clinical and diagnostic research : JCDR,eng,2017,8.0
Anatomical and Radiological Analyses of L-shaped Kidney with Vascular Anomalies.,"L-shaped kidney is a congenital anomaly. The disorder results in the kidney appearing very similar in shape to horseshoe kidney (also a congenital anomaly), but either the right or left kidney is located at a position lower than the other kidney. In this report, we describe a woman with L-shaped kidney, identified during anatomical dissection, and compare the findings with clinical data obtained before her death. We discuss the embryology of L-shaped kidney based on detailed anatomical data on the kidney and its vascular system obtained by means of gross anatomical, radiological, and histological examinations. Our findings indicate the importance of detailed anatomical information when planning surgical procedures in patients with fused kidneys, as well as kidney transplantation, resection of renal carcinoma, or surgical treatment of abdominal aortic aneurysm.",The Kurume medical journal,eng,2018,2.0
